scorer,,,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls
bodyparts,,,mouth,mouth,head,head,withers,withers,midback,midback,tailbone,tailbone,F_knee1,F_knee1,F_knee2,F_knee2,F_hoof1,F_hoof1,F_hoof2,F_hoof2,B_hoof1,B_hoof1,B_hoof2,B_hoof2,B_knee1,B_knee1,B_knee2,B_knee2
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,lame1_8,img012.png,701.7916654113051,326.58889839385074,671.2888469257634,249.89609763020314,593.724537062529,242.92402483350793,496.11551790879565,237.6949702359865,354.0595346761302,242.92402483350793,537.0764455893802,395.43811726121623,605.0541553571587,379.75095346865197,540.5624819877278,444.2426268380829,606.7971735563326,427.6839539459317,305.25502509926355,444.2426268380829,422.0372444439088,444.2426268380829,317.4561524934802,370.164353373196,382.81933496249803,389.3375535641079
labeled-data,lame1_8,img027.png,687.8475198179146,322.23135289591625,652.9871558344385,244.66704303268173,576.2943550707909,243.79553393309482,476.9423177178837,235.08044293722577,344.4729345806743,241.1810066343341,505.7021180042516,397.18113546039007,551.0205911827707,398.92415365956384,469.9702449211885,438.1420631409746,557.121154879879,439.0135722405615,433.36686273853854,452.086208734365,349.7019891781957,439.88508134014836,385.4338622612588,386.7230262653472,339.24387998315285,372.7788806719567
labeled-data,lame1_8,img056.png,709.6352473075873,320.4883346967424,673.0318651249372,242.052515733921,594.596046162116,244.66704303268173,497.8585361079695,241.1810066343341,363.64613477158616,245.53855213226862,537.0764455893802,398.05264455997695,616.3837736517885,381.49397166782575,533.5904091910326,443.37111773849597,621.6128282493099,432.91300854345315,304.38351599967666,442.4996086389091,420.294226244735,442.4996086389091,321.81369799141476,365.8068078752615,373.2327348670421,385.8515171657603
labeled-data,lame1_8,img085.png,707.0207200088266,325.71738929426385,666.0597923282421,249.02458853061626,593.724537062529,247.28157033144245,496.9870270083826,233.33742473805196,351.4450073773695,244.66704303268173,592.8530279629421,407.6392446554329,513.5456999005337,397.18113546039007,613.7692463530277,447.7286632364305,490.0149542116873,437.27055404138764,351.4450073773695,445.9856450372567,400.2495169542361,416.35433565130194,338.37237088356596,375.3934079707174,372.3612257674552,376.2649170703043
labeled-data,lame1_8,img104.png,722.7078838013908,318.74531649756864,681.7469561208063,247.28157033144245,603.311137157985,244.66704303268173,503.9590998050778,233.33742473805196,367.13217116993377,246.41006123185554,531.8473909918587,394.56660816162935,602.4396280583981,393.6950990620424,519.646263597642,449.47168143560435,622.4843373488968,441.6280995393222,395.0204623567147,445.9856450372567,,,365.38915297075994,376.2649170703043,,
labeled-data,lame1_8,img130.png,723.5793929009778,329.20342569261146,689.5905380170884,254.2536431281377,612.0262281538539,244.66704303268173,503.0875907054909,230.72289743929124,368.0036802695207,242.92402483350793,579.7803914691385,403.2816991574984,541.4339910873148,394.56660816162935,592.8530279629421,442.4996086389091,494.3724997096218,433.78451764304003,343.60142548108735,445.9856450372567,476.07080861829684,449.47168143560435,340.9868981823266,369.2928442736091,413.3221534480397,386.7230262653472
labeled-data,lame1_8,img135.png,721.836374701804,331.8179529913722,688.7190289175016,254.2536431281377,595.4675552617027,240.3094975347472,496.9870270083826,235.95195203681268,358.4170801740647,242.052515733921,557.121154879879,404.1532082570853,605.9256644567456,387.5945353649341,557.121154879879,448.6001723360174,577.1658641703777,432.91300854345315,319.19917069265404,445.9856450372567,434.23837183812543,442.4996086389091,325.29973438976236,371.0358624727829,387.1768804604326,393.6950990620424
labeled-data,lame1_8,img166.png,728.8084474984992,327.4604074934377,685.232992519154,249.02458853061626,612.8977372534409,247.28157033144245,516.1602271992945,229.85138833970436,371.4897166678683,242.052515733921,611.154719054267,403.2816991574984,529.232863693098,396.3096263608031,625.9703737472444,446.85715413684363,503.9590998050778,449.47168143560435,379.3332985641505,453.82922693353885,418.5512080455611,418.96886295006266,357.54557107447783,374.52189887113053,,
