scorer,,,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls
bodyparts,,,mouth,mouth,head,head,withers,withers,midback,midback,tailbone,tailbone,F_knee1,F_knee1,F_knee2,F_knee2,F_hoof1,F_hoof1,F_hoof2,F_hoof2,B_hoof1,B_hoof1,B_hoof2,B_hoof2,B_knee1,B_knee1,B_knee2,B_knee2
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,healthy2,img001.png,932.0560446644048,364.86797644598533,844.3786884203853,202.03860056423497,663.6559745296513,171.61992594896287,443.5679170191535,128.67591472740236,164.43184407900992,148.35858653728428,617.1332957062941,502.64667911515886,581.346619688327,493.70001011066705,645.7626365206678,626.1107113771454,470.40792403262884,558.1160269430079,150.11717367182308,577.7986987528898,391.6772367931012,584.9560339564832,125.06650045924611,386.3399820567657,,
labeled-data,healthy2,img003.png,919.5307080581163,372.0253116495788,833.6426856149951,207.40660196693005,667.234642131448,180.56659495345468,436.4105818155601,135.83324993099575,151.90650747272144,153.7265879399793,588.5039548919203,518.750683323244,633.2372999143793,497.2786777124638,606.397292900904,631.4787127798404,527.6666056613763,559.9053607439062,116.11983145475433,577.7986987528898,389.88790299220284,599.2707043636701,100.01582724666913,395.2866510612575,293.2638777436916,456.12400029180156
labeled-data,healthy2,img022.png,969.6320544832703,373.81464545047714,880.1653644383524,203.82793436513333,688.7066477422283,176.98792735165796,461.4612550281371,144.77991893548756,164.43184407900992,166.25192454626784,515.1412690550877,500.8573453142605,663.6559745296513,520.5400171241423,472.1972578335272,626.1107113771454,686.91731394133,631.4787127798404,216.3225243050623,593.9027029609749,259.2665355266228,597.4813705627716,168.01051168080664,423.91599187563116,,
labeled-data,healthy2,img041.png,1016.1547333066276,380.9719806540706,949.9493826733883,200.2492667633366,758.4906659772643,164.46259074536948,518.7199366568844,119.72924572291055,198.42918629607874,142.9905851345892,735.2293265655856,500.8573453142605,579.5572858874286,495.4893439115654,763.8586673799592,627.9000451780437,543.7706098694615,602.8493719654668,284.3172087391998,610.0067071690603,153.6958412736198,552.7480255403127,202.0078538978754,441.80932988461467,187.69318349068857,391.70798345946076
labeled-data,healthy2,img046.png,1028.680069912916,359.49997504329036,953.528050275185,182.35592875435304,762.0693335790609,157.30525554177603,500.82659864790094,116.15057812111388,200.21852009697704,137.6225837318941,708.3893195521102,502.64667911515886,584.9252872901236,488.33200870797197,733.4399927646872,624.321377576247,518.7199366568844,588.53470155828,243.16253131853762,604.6387057663651,275.370539734708,581.3773663546865,180.53584828709518,423.91599187563116,,
labeled-data,healthy2,img065.png,1000.0507290985422,359.49997504329036,935.6347122662014,175.1985935507596,742.386661769179,144.77991893548756,507.9839338514944,110.7825767184188,191.2718510924853,135.83324993099575,586.714621091022,493.70001011066705,779.9626715880445,479.38533970348016,561.663947878445,610.0067071690603,801.4346771988247,606.4280395672636,74.96515403409214,595.6920367618734,329.0505537616587,590.3240353591782,117.9091652556527,404.2333200657492,218.1118581059606,400.65465246395246
labeled-data,healthy2,img077.png,944.5813812706932,338.02796943251,917.7413742572179,157.30525554177603,747.754663171874,146.56925273638592,522.2986042586812,100.04657391302862,207.3758553005705,126.886580926504,622.5012971089891,502.64667911515886,701.2319843485168,474.01733830078507,513.3519352541894,588.53470155828,708.3893195521102,610.0067071690603,431.04258041286505,610.0067071690603,236.00519611494423,588.53470155828,314.73588335447187,452.54533269000484,189.48251729158693,407.8119876675459
labeled-data,healthy2,img080.png,928.4773770626081,343.3959708352051,912.3733728545228,155.51592174087767,760.2799997781626,148.35858653728428,500.82659864790094,103.62524151482535,210.95452290236722,150.14792033818264,674.3919773350415,508.01468051785395,,,575.9786182856319,577.7986987528898,694.0746491449233,606.4280395672636,441.77858321825516,615.3747085717553,210.95452290236722,595.6920367618734,314.73588335447187,452.54533269000484,185.9038496897902,402.4439862648508
