scorer,,,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls
bodyparts,,,mouth,mouth,head,head,withers,withers,midback,midback,tailbone,tailbone,F_knee1,F_knee1,F_knee2,F_knee2,F_hoof1,F_hoof1,F_hoof2,F_hoof2,B_hoof1,B_hoof1,B_hoof2,B_hoof2,B_knee1,B_knee1,B_knee2,B_knee2
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,healthy12,img059.png,804.1695376445547,223.92220107085646,827.1792587391104,162.08357562923788,899.0846371595972,152.01682265036973,979.6186609905424,146.2643923767308,1082.4433521318383,140.51196210309186,950.8565096223476,261.31299784950954,897.6465295911875,271.37975082837767,984.6520374799763,307.33244003862103,879.6701849860658,310.2086551754405,1045.0525553531852,285.0417727282702,1085.319567268658,299.42284841236756,1071.6575453687653,252.68435243905114,1090.352943758092,245.49381459700248
labeled-data,healthy12,img068.png,768.9359022185163,228.95557756029052,786.9122468236379,169.27411347128657,853.7842487546906,149.14060751355026,938.6325952908649,143.38817723991133,1034.985802374317,143.38817723991133,847.3127646968467,259.15583649689495,882.5464001228852,267.0654281231485,858.0985714599198,303.7371711175967,882.5464001228852,310.9277089596454,976.7424458537228,308.7705476070308,1075.9718680739943,295.82757949134316,1020.6047266902196,259.15583649689495,1063.0288999583067,246.21286838120736
labeled-data,healthy12,img080.png,699.187685150644,233.26990026551974,714.2878146189462,177.1837050975401,793.3837308814816,151.2977688661649,876.7939698492462,146.98344616093567,967.3947466590594,141.9500696715016,800.5742687235303,271.37975082837767,831.4935814443395,269.941643259968,787.6313006078426,312.3658165280551,862.4128941651488,302.29906354918694,982.4948761273616,308.0514938228259,909.8704439226701,294.3894719229334,988.9663601852055,250.52719108643655,937.9135415066598,256.99867514428036
labeled-data,healthy12,img091.png,655.3254043141471,242.61759946018302,664.6731035088104,178.62181266594985,744.4880735555506,154.89303778718923,834.369796581159,146.98344616093567,925.6896271751772,141.9500696715016,786.1931930394329,271.37975082837767,725.0736213820193,262.0320516337144,786.9122468236379,314.5229778806697,705.6591692084879,308.0514938228259,970.990015580084,303.7371711175967,886.8607228281145,310.20865517544047,958.7661012486012,251.24624487064142,914.1847666278994,255.5605675758706
labeled-data,healthy12,img109.png,569.038950209563,247.6509773211033,574.0723266989971,186.5314056636896,654.6063505299422,156.3311467270852,748.8023962607799,150.57871645344628,835.8079041495687,147.70250131662678,638.7871672774352,267.06542949463477,694.1543086612099,270.6606984156591,618.6536613196989,313.8039254679511,697.7495775822342,315.24203303636085,786.9122468236378,313.8039254679511,878.951131201861,305.17528005749267,825.022097386496,263.47016057361037,866.0081630861733,245.49381596848875
labeled-data,healthy12,img120.png,513.6718088257884,252.6843538105374,524.4576155888614,192.28383593732858,592.0486713041189,162.80263078492902,692.7162010928002,147.7025013166268,779.0026551973845,145.54533996401221,618.653661319699,275.69407490509315,633.7537907880012,274.97502112088824,613.620284830265,313.8039254679511,658.9206732351715,302.29906492067323,789.0694081762525,310.20865654692676,701.3448465032587,309.48960276272186,794.1027846656866,254.841515163152,744.4880735555507,260.59394543679093
labeled-data,healthy12,img134.png,448.95696824735023,256.27962273156174,460.4618287946281,194.44099728994317,534.5243685677294,161.36452321651927,630.1585218669768,151.29777023765112,705.6591692084878,144.10723239560247,592.7677250883237,269.9416446314542,529.4909920782954,273.53691355247855,612.90123104606,315.24203303636085,512.9527550415835,315.9610868205657,727.9498365188388,301.5800111364684,699.9067389348488,313.08487168374626,738.0165894977068,246.2128697526936,719.3211911083803,249.80813867371793
labeled-data,healthy12,img149.png,373.4563318777292,254.12246137894712,385.680246209212,193.00288972153342,464.7761624717474,162.08357700072415,552.5007241447412,153.45493159026574,643.8205547387593,149.8596626692414,441.76644137719165,277.1321824735029,507.9193895240394,274.2559673366834,418.75672028263585,316.68014060477054,514.3908735818832,317.39919438897545,610.0250268811305,310.9277103311316,681.9304053016173,309.4896027627219,638.0681244651204,265.627321926225,671.1445985385442,245.49381596848872
labeled-data,healthy12,img157.png,328.8749972570275,256.9986765157666,347.570395646354,193.7219435057383,420.91388163525045,161.36452321651927,510.7956046608589,152.73587780606087,603.5535428232866,149.14060888503653,433.85684975093807,280.00839761032233,469.8095389611814,275.69407490509315,418.037666498431,319.55635574159004,504.324120603015,311.6467641153365,605.7107041759014,311.6467641153365,543.8720787342827,305.17528005749267,612.9012420179499,254.841515163152,572.6342301024774,262.7511067894055
labeled-data,healthy12,img165.png,302.9890610256523,258.43678408417634,308.0224375150863,195.8791048583529,385.680246209212,160.6454694323144,477.71913058743496,151.29777023765115,561.1293695551996,149.8596626692414,420.1948278510456,278.5702900419126,379.927815935573,265.627321926225,420.1948278510456,319.55635574159004,375.6134932303438,301.5800111364684,602.115435254877,313.8039254679511,510.7956046608589,315.24203303636085,593.4867898444186,258.43678408417634,553.2197779289461,267.06542949463477
labeled-data,healthy12,img181.png,221.01692962629744,256.99867668720236,233.95989774198506,195.87910502978866,309.46054508349613,162.08357717215992,403.65659081433375,152.73587797749664,488.50493735050804,153.45493176170152,328.1559434728226,273.5369137239143,,,355.4799872726076,313.08487185518203,332.4702661780519,317.3991945604112,416.5995589300213,318.83730212882097,516.5480349344978,313.8039258108227,459.0237321981084,263.470160916482,515.1099273660881,251.96530036920407
labeled-data,healthy12,img187.png,190.0976169054881,251.96530036920407,200.88342366856114,189.40762114338065,274.9459634416625,162.0835773435957,364.8276864672709,157.7692546383665,456.8665708454939,153.4549319331373,260.56488775756515,275.6940752479647,328.1559434728227,275.6940752479647,245.46475828926293,312.3658182424129,331.751212393847,315.2420333792324,418.03766649843107,318.11824851605184,500.7288516819908,309.48960310559346,451.83319435605983,267.0654298375063,491.38115248732754,252.68435415340895
labeled-data,healthy12,img202.png,123.2256204603805,252.68435518202364,131.13521277237717,186.53140703517587,203.75964497706875,162.80263215641526,299.3937982763161,153.454932961752,392.8707902229488,155.6120943143666,240.43138797151698,280.0083989818086,215.9835593085515,278.57029141339893,241.8694955399267,318.11824954466664,218.14072066116609,308.77055035000336,415.88051131750456,315.961088192052,329.5940572129205,315.24203440784714,413.00429618068506,254.84151653463826,368.4229615599833,267.06543086612106
labeled-data,healthy12,img214.png,62.1060542889118,244.77476355577014,74.32996862039454,184.37424568256128,149.8306159619056,164.95979350902988,241.8695003401286,154.8930405301617,327.4369006605077,149.14061025652276,207.35491869829494,280.7274527660134,159.89736894077373,281.4465065502183,234.67896249807993,310.92771170261784,145.5162932566764,319.5563571130763,293.641372802879,306.61338899738865,331.75122336573696,318.83730332887137,320.2463628184591,260.59394680827717,345.4132452656294,254.1224627504334
labeled-data,healthy12,img226.png,17.524719668210054,238.30327949792633,21.83904237343924,179.3408691931272,94.46347457813081,160.64547080380066,183.62614381953432,158.48830945118604,272.069759276733,154.89304053016173,70.7346996993702,280.00839898180857,139.76386298303743,275.6940762765794,64.98226942573126,313.80392683943734,149.8306159619056,316.68014197625683,231.80274736126046,317.3991957604617,320.96541660266394,311.64676548682274,264.8792214346843,267.065430866121,308.0224484869764,251.9653013978188
labeled-data,healthy12,img230.png,3.8626977683175596,236.14611814531168,7.457966689341902,177.90276162471744,76.48712997300916,162.80263215641526,168.52601435123213,157.76925566698117,254.81246845581617,152.7358791775471,64.26321564152639,280.00839898180857,131.85427135678393,274.97502249237453,44.12970968379014,323.1516260341006,146.95440082508614,318.8373033288714,231.08369357705558,319.5563571130763,285.01272739242063,308.0514965657984,259.1267911610454,263.47016194509666,279.97935090298654,250.52719382940904
labeled-data,healthy12,img242.png,,,,,2.42459019990784,167.11695486164444,116.03508810427681,154.8930405301617,204.4787035614755,154.8930405301617,47.00592482060961,279.2893451976037,20.40093480502952,279.2893451976037,55.63457023106801,314.5229806236422,41.97254833117552,319.5563571130763,233.95990871387502,319.5563571130763,142.6400781198569,319.5563571130763,225.33126330341665,259.8748930240723,184.3451976037392,269.2225922187356
