scorer,,,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls
bodyparts,,,mouth,mouth,head,head,withers,withers,midback,midback,tailbone,tailbone,F_knee1,F_knee1,F_knee2,F_knee2,F_hoof1,F_hoof1,F_hoof2,F_hoof2,B_hoof1,B_hoof1,B_hoof2,B_hoof2,B_knee1,B_knee1,B_knee2,B_knee2
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,lame1_4,img003.png,797.856009597028,474.01733830078507,729.8613251628905,316.5559638217298,616.2347792065704,294.65018083211197,426.6737571147708,253.44126298606858,231.22574675925063,271.1022277772301,503.20460454313707,578.4030151434393,646.8471181779169,567.8064362687425,514.978581070578,673.7722250157111,667.38063968285,673.4077062165052,221.80656553729787,631.3859095169237,373.69086274128637,621.966728294971,210.0325890098569,531.3071090336755,320.86551893974047,528.3514242573231
labeled-data,lame1_4,img008.png,810.5053919093464,458.30845456354143,726.9101585645155,304.06936205406475,609.1703932901058,294.65018083211197,429.5463138285424,256.60893714509484,208.19555511265213,274.2699019362563,458.9812551471448,590.9898705244184,590.8497922544836,578.0384963442333,447.20727861970386,685.1816827439461,624.9943241840625,686.3590803966902,215.2599410291167,634.5535836759498,300.0325720266917,620.4248118430207,195.24418093246706,529.7651925817252,247.04967765320734,530.9425902344694
labeled-data,lame1_4,img012.png,813.377948623118,424.9768014875006,721.5409317090783,271.91510663076804,576.7210204215544,277.8020948944885,409.53055373189267,249.5445512286302,194.06678327972293,269.56031132527977,536.6895002282552,570.9741104277687,,,471.93262932732983,660.45633203632,,,322.4031274288295,671.0529109110169,,,,,,
labeled-data,lame1_4,img016.png,822.7971298450707,415.5576202655478,728.605317625543,257.7863347978389,579.0758157270426,276.6246972417444,416.5949396483573,248.3671535758861,189.35719266874653,269.5603113252799,599.0915758236923,558.0227362475835,531.9799096172788,582.7480869552096,600.2689734764365,689.8912733549223,530.8025119645347,662.8111273418083,338.8866945672469,686.3590803966902,236.45309877851048,656.9241390780876,244.69488234771913,546.2487597201425,215.2599410291167,515.6364207487961
labeled-data,lame1_4,img018.png,841.6354922889763,408.49323434908325,736.8471011947516,261.31852775607115,595.55938286546,271.91510663076804,413.062746690125,248.3671535758861,171.6962278775851,267.2055160197917,641.4778913224799,592.1672681771624,511.9641495206291,579.2158939969772,689.7511950849878,711.0844311043161,511.9641495206291,671.0529109110169,307.09695794315627,686.3590803966902,212.90514572362855,649.8597531616231,231.74350816753406,562.7323268585599,198.77637389069935,492.0884676939141
labeled-data,lame1_4,img021.png,852.2320711636731,417.91241557103604,740.3792941529839,263.67332306155936,587.3175992962513,269.5603113252798,413.062746690125,243.6575629649097,177.58321614130557,255.43153949235068,624.9943241840625,585.1028822606977,509.6093542151409,563.9097245113041,681.5094115157791,709.907033451572,478.9970152437944,648.682355508879,283.54900488827434,675.7625015219933,203.48596450167574,620.4248118430207,205.84075980716395,558.0227362475835,,
labeled-data,lame1_4,img030.png,882.8444101350196,449.70215219512664,796.8943814847006,273.09250428351214,638.107936403678,257.51226513958164,433.0785067867746,223.64180286826007,182.29280675228196,229.52879113198054,568.4792368523458,573.3289057332568,643.8326866279681,540.361771456422,602.6237687819247,700.4878522296192,603.8011664346687,638.0857766341821,191.7119879742348,668.6981156055288,362.4346476221288,628.6665954122293,158.74485369740006,513.2816254433078,284.7264025410184,519.1686137070283
labeled-data,lame1_4,img037.png,927.8729154945796,419.67495406312605,842.2363441455024,255.65914791997818,675.3176033803518,248.40181136497165,456.14603941915414,209.2121939679363,190.5275215059145,222.27539976694806,517.1076664812091,583.690760206274,682.5749399353583,572.0790217182636,524.3650030362156,686.7449392873671,713.0557534663858,673.6817334883552,148.43496948687655,644.652387268329,315.3537102520271,634.4921160913199,157.14377335288438,495.1512542351942,242.78034470196164,515.4717965892125
