scorer,,,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls,Kuls
bodyparts,,,mouth,mouth,head,head,withers,withers,midback,midback,tailbone,tailbone,F_knee1,F_knee1,F_knee2,F_knee2,F_hoof1,F_hoof1,F_hoof2,F_hoof2,B_hoof1,B_hoof1,B_hoof2,B_hoof2,B_knee1,B_knee1,B_knee2,B_knee2
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,healthy7,img035.png,779.3615652572612,290.9774418615198,814.5358852403449,221.34664516031313,899.9592337706913,205.55409333117345,1004.7643504549819,195.50428762172095,1116.0300565239204,199.0935039465254,905.7019798903785,335.4837242890953,925.0837480443226,341.9443136737433,949.490419052993,370.6580442721791,918.6231586596746,385.73275283635786,1030.6067079935742,382.8613797765143,1132.540451618021,381.42569324659246,1079.420050010915,331.1766646993299,1128.9512352932165,313.94842634026844
labeled-data,healthy7,img050.png,732.701753034803,283.7990092119109,765.0046999580433,217.03958557054776,854.7351080781551,207.70762312605612,948.7725757880323,195.50428762172092,1062.9096549168144,191.19722803195558,823.8678476848368,345.5335299985478,908.5733529502222,338.3550973489389,807.3574525907361,389.3219691611624,922.2123749844792,384.29706630643614,1029.8888647286133,382.8613797765143,1097.3661316349373,369.9402010072182,1063.6274981817753,321.1268589898774,1085.880639395563,307.4878369556204
labeled-data,healthy7,img068.png,693.220373461954,285.95253900679364,709.0129252910937,217.75742883550865,795.8719603513618,209.86115292093882,897.087860710848,201.96487700636897,1001.1751341301776,197.65781741660362,813.8180419753842,344.8156867335869,,,808.7931391206579,389.3219691611624,854.0172648131943,372.8115740670618,1034.1959243183787,384.29706630643614,913.5982558049484,385.014909571397,1034.9137675833397,317.53764266507295,954.5153219077195,334.0480377591735
labeled-data,healthy7,img079.png,675.2742918379315,283.08116594695,683.1705677525014,215.60389904062598,759.2619538383561,206.98977986109523,859.0421676679205,201.24703374140807,966.7186574120545,198.3756606815645,803.7682362659316,341.22647040878246,721.2162607954288,343.38000020366513,805.9217660608142,387.88628263124053,706.14155223125,388.6041258962015,1026.2996484038088,379.27216345170984,910.0090394801439,387.16843936627964,1009.7892533097081,316.10195613515117,948.0547325230713,336.20156755405617
labeled-data,healthy7,img091.png,654.4568371540656,282.36332268198913,653.0211506241437,214.1682125107042,722.6519473253505,210.5789961858997,823.8678476848365,198.3756606815645,925.0837480443226,195.50428762172095,785.1043113769483,343.38000020366513,703.9880224363673,350.55843285327404,806.6396093257752,387.88628263124053,685.324097547384,390.75765569108415,896.3700174458869,374.96510386194444,914.3160990699092,385.73275283635786,923.6480615144009,316.10195613515117,938.7227700785796,310.359210015464
labeled-data,healthy7,img117.png,574.7762785570822,288.10606880167626,577.6476516169257,218.47527210046954,638.6643291386017,206.27193659613434,740.5980727630487,203.40056353629075,846.8388759772611,200.52919047644718,607.7970687452832,345.5335299985478,678.1457087114509,346.2513732635087,589.8509871212609,394.3468720158886,686.0419846260207,390.75765569108415,795.1541609000767,389.3219691611623,892.7808449347583,381.4256932465925,836.7890702678085,330.45882143436904,884.1667257552275,310.359210015464
labeled-data,healthy7,img143.png,501.55626553107095,288.10606880167626,502.27410879603184,217.75742883550865,569.7513757023559,204.83625006621256,670.967276061842,198.3756606815645,771.4653331563671,201.24703374140807,589.8509871212609,349.12274632335226,,,584.1082410015738,392.9111854859668,615.6933446598531,382.8613797765143,793.000631105194,390.0398124261232,697.527476865395,392.19334222100593,803.0504368146464,322.5625455197992,738.4445429681659,334.7658810241344
labeled-data,healthy7,img155.png,449.8715285470486,284.5168531614605,463.51055058130567,217.75742952009733,543.9089962569258,206.98978054568394,636.5107774368812,200.5291911610359,749.2121700357416,196.22213157127052,579.8011595049704,345.5335306831365,508.73467627384196,334.0480384437622,582.672532564814,391.4754996406337,501.55624362423305,390.0398131107119,785.8221765487472,387.88628331582925,693.9382386337527,389.321969845751,785.1043332837862,313.94842702485715,731.2660884117191,329.7409788539968
